"_id","basisOfRecord","catalogNumber","class","collectionCode","continent","country","datasetID","dynamicProperties","family","genus","higherClassification","higherGeography","individualCount","infraspecificEpithet","institutionCode","kingdom","locality","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","recordedBy","scientificName","scientificNameAuthorship","specificEpithet","subgenus","typeStatus","year"
"9267056","Occurrence","20201136","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611672605000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Astralium sp.""}","","Astralium","","","1","","NHMUK","","","1612303639000","312d28d8-d7d3-46c4-8a34-159136e1cb23","present","","NHMUK:ecatalogue:9267056","","","Astralium sp.","","sp.","","",""
"9267059","Occurrence","20201139","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611672689000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Marginella (Volutella) bullata (Lamarck, 1822)""}","","Marginella","Animalia; Mollusca","","1","","NHMUK","Animalia","","1612303640000","71b0d938-10a5-4a26-b968-0d772cc3eb84","present","","NHMUK:ecatalogue:9267059","Mollusca","","Marginella (Volutella) bullata (Lamarck, 1822)","(Lamarck, 1822)","bullata","Volutella","",""
"9267117","Occurrence","20201142","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745188000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Pugilina morio (Linnaeus, 1758)""}","","Pugilina","Mollusca","","1","","NHMUK","","","1612301844000","aa03a7c0-06fd-4394-80d5-d3facbe75451","present","","NHMUK:ecatalogue:9267117","Mollusca","","Pugilina morio (Linnaeus, 1758)","(Linnaeus, 1758)","morio","","",""
"9267141","Occurrence","20201160","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745968000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Achatina purpurea (Gmelin, 1790)""}","","Achatina","","","1","","NHMUK","","","1612303286000","fb85cca4-cea3-4511-b68c-85dd54444f5d","present","","NHMUK:ecatalogue:9267141","","","Achatina purpurea (Gmelin, 1790)","(Gmelin, 1790)","purpurea","","",""
"9267146","Occurrence","20201164","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611746476000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Glycimeris pectunculus (Linnaeus, 1758)""}","","Glycimeris","Mollusca","","1","","NHMUK","","","1612303287000","4b6ed636-200a-49c8-a285-9e8c56c2558d","present","","NHMUK:ecatalogue:9267146","Mollusca","","Glycimeris pectunculus (Linnaeus, 1758)","(Linnaeus, 1758)","pectunculus","","",""
"9267271","Occurrence","20201220","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611757953000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612303633000","f4ceaf34-c835-4074-b4c6-871e10b5ce98","present","","NHMUK:ecatalogue:9267271","","","","","","","",""
"9267373","Occurrence","20201299","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611762245000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Bursa rana (Linnaeus, 1758)""}","","Bursa","Mollusca","","2","","NHMUK","","","1612303635000","3e2a8729-1dee-43fa-9423-dab4174a0b38","present","","NHMUK:ecatalogue:9267373","Mollusca","","Bursa rana (Linnaeus, 1758)","(Linnaeus, 1758)","rana","","","1951"
"9267268","Occurrence","20201216","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611757907000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Pleurodonta\u00a0 sp.""}","","Pleurodonta","Animalia; Mollusca","","1","","NHMUK","Animalia","","1612303640000","6f91875f-d6e2-4359-89f1-112e14b68484","present","","NHMUK:ecatalogue:9267268","Mollusca","","Pleurodonta  sp.","","sp.","","",""
"9267269","Occurrence","20201217","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611757921000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Polymita picta von Born, 1778""}","","Polymita","Animalia; Mollusca; Gastropoda","","2","","NHMUK","Animalia","","1612303640000","e68282dd-2cb3-4c22-b366-0533fcaab763","present","","NHMUK:ecatalogue:9267269","Mollusca","","Polymita picta von Born, 1778","von Born, 1778","picta","","",""
"9267274","Occurrence","20201222","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758528000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Patella ferruginea Gmelin, 1791""}","","Patella","","","3","","NHMUK","","","1612303640000","e3d0274e-26c7-4ce1-beca-85ab63d1701b","present","","NHMUK:ecatalogue:9267274","","","Patella ferruginea Gmelin, 1791","Gmelin, 1791","ferruginea","","",""
"9267282","Occurrence","20201229","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758651000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612288671000","b0dfbfcd-0b5f-413e-bbbf-c7f9dda13be0","present","","NHMUK:ecatalogue:9267282","","","","","","","",""
"9267318","Occurrence","20201253","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611759834000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Rapa rapa (Linnaeus, 1758)""}","","Rapa","Mollusca","","1","","NHMUK","","","1612303642000","32432650-3f7b-4725-a500-de0421628789","present","","NHMUK:ecatalogue:9267318","Mollusca","","Rapa rapa (Linnaeus, 1758)","(Linnaeus, 1758)","rapa","","",""
"9267166","Occurrence","20201182","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747091000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","3","","NHMUK","","","1612290876000","b9cc7476-009d-4a7f-a24e-18def66c5d13","present","","NHMUK:ecatalogue:9267166","","","","","","","",""
"9267167","Occurrence","20201183","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747109000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Latirus infundibulum (Gmelin, 1791)""}","","Latirus","Mollusca","","1","","NHMUK","","","1612303643000","830f2a14-fce1-43b3-8c26-73650dcb39de","present","","NHMUK:ecatalogue:9267167","Mollusca","","Latirus infundibulum (Gmelin, 1791)","(Gmelin, 1791)","infundibulum","","",""
"9267179","Occurrence","20201193","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747563000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex trunculus Linnaeus, 1758""}","","Murex","","","3","","NHMUK","","","1612303644000","e0ca089c-a2f2-4b5d-b98e-90efe603ed93","present","","NHMUK:ecatalogue:9267179","","","Murex trunculus Linnaeus, 1758","Linnaeus, 1758","trunculus","","",""
"9267185","Occurrence","20201197","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747718000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cymatium parthenopeum \u00a0(Salis Marschlins, 1793)""}","","Cymatium","Mollusca","","1","","NHMUK","","","1612303644000","a2b22b88-3def-4d6d-810d-1b64933bcbc8","present","","NHMUK:ecatalogue:9267185","Mollusca","","Cymatium parthenopeum  (Salis Marschlins, 1793)","(Salis Marschlins, 1793)","parthenopeum","","",""
"9267189","Occurrence","20201201","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747795000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Potamides palustris (Linnaeus, 1767)""}","","Potamides","Animalia; Mollusca","","1","","NHMUK","Animalia","","1612303644000","2c4922d3-bc1b-4b00-a378-1cd0da79bf28","present","","NHMUK:ecatalogue:9267189","Mollusca","","Potamides palustris (Linnaeus, 1767)","(Linnaeus, 1767)","palustris","","",""
"9267332","Occurrence","20201263","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611760596000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Acmaea striata (Quoy & Gaimard, 1834)""}","","Acmaea","","","2","","NHMUK","","","1612303645000","60b84a4e-fd59-47d7-84b4-649f69368f8a","present","","NHMUK:ecatalogue:9267332","","","Acmaea striata (Quoy & Gaimard, 1834)","(Quoy & Gaimard, 1834)","striata","","","1951"
"9267341","Occurrence","20201269","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611760896000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612303645000","31ca52ae-c9a5-42b8-ac86-f7f85cee6723","present","","NHMUK:ecatalogue:9267341","","","","","","","","1951"
"9267344","Occurrence","20201272","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611760943000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Turbo porphyrites Gmelin, 1791""}","Turbinidae","Turbo","Animalia; Mollusca; Gastropoda; Turbinidae","","1","","NHMUK","Animalia","","1612303645000","8cb8a6a9-30b7-4193-9aaa-a178b5d9be6b","present","","NHMUK:ecatalogue:9267344","Mollusca","","Turbo porphyrites Gmelin, 1791","Gmelin, 1791","porphyrites","","","1951"
"9267356","Occurrence","20201283","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611761214000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex brandaris Linnaeus, 1758""}","","Murex","","","2","","NHMUK","","","1612303645000","bf0052a5-ffcc-427a-b610-b34298fe7452","present","","NHMUK:ecatalogue:9267356","","","Murex brandaris Linnaeus, 1758","Linnaeus, 1758","brandaris","","","1951"
"9267362","Occurrence","20201288","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611761981000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Strombus tricornis Lightfoot, 1786""}","","Strombus","Mollusca","","1","","NHMUK","","","1612303646000","8d84c9fc-a2a9-48de-92ab-06a8f48faddb","present","","NHMUK:ecatalogue:9267362","Mollusca","","Strombus tricornis Lightfoot, 1786","Lightfoot, 1786","tricornis","","","1951"
"9267364","Occurrence","20201290","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611762073000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Pinna sp.""}","","Pinna","Mollusca","","1","","NHMUK","","","1612303646000","fb0807b8-d076-4463-ac7f-211f9d5bd9da","present","","NHMUK:ecatalogue:9267364","Mollusca","","Pinna sp.","","sp.","","","1951"
"9267365","Occurrence","20201291","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611762127000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Strombus tricornis Lightfoot, 1786""}","","Strombus","Mollusca","","1","","NHMUK","","","1612303646000","c5c3ed1a-515f-478b-a557-1b4f31049021","present","","NHMUK:ecatalogue:9267365","Mollusca","","Strombus tricornis Lightfoot, 1786","Lightfoot, 1786","tricornis","","","1951"
"9267367","Occurrence","20201293","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611762160000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex adustus Lamarck, 1822""}","","Murex","","","3","","NHMUK","","","1612303646000","0ebc478e-ba44-4b6a-b5dd-af6680568586","present","","NHMUK:ecatalogue:9267367","","","Murex adustus Lamarck, 1822","Lamarck, 1822","adustus","","","1951"
"9267374","Occurrence","20201300","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611762259000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cymatium parthenopeum \u00a0(Salis Marschlins, 1793)""}","","Cymatium","Mollusca","","2","","NHMUK","","","1612303646000","008a9a80-6a21-4b14-b15c-067fdecc8f16","present","","NHMUK:ecatalogue:9267374","Mollusca","","Cymatium parthenopeum  (Salis Marschlins, 1793)","(Salis Marschlins, 1793)","parthenopeum","","","1951"
"9267397","Occurrence","20201321","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611763221000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Xancus pyrum (Linnaeus, 1767)""}","","Xancus","","","2","","NHMUK","","","1612303647000","6015ee7d-6669-4938-b3f4-4dd529b81601","present","","NHMUK:ecatalogue:9267397","","","Xancus pyrum (Linnaeus, 1767)","(Linnaeus, 1767)","pyrum","","","1951"
"9267402","Occurrence","20201326","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611763344000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cassis sp.""}","","Cassis","Animalia; Mollusca; Gastropoda","","1","","NHMUK","Animalia","","1612303647000","5732d5ba-34c6-4625-bec4-cfa5ba797a1d","present","","NHMUK:ecatalogue:9267402","Mollusca","","Cassis sp.","","sp.","","","1951"
"9267411","Occurrence","20201335","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611763478000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Cymatium parthenopeum \u00a0(Salis Marschlins, 1793)""}","","Cymatium","Mollusca","","1","","NHMUK","","","1612303648000","eeadd1ca-0737-4f3c-8913-c45721741aa2","present","","NHMUK:ecatalogue:9267411","Mollusca","","Cymatium parthenopeum  (Salis Marschlins, 1793)","(Salis Marschlins, 1793)","parthenopeum","","","1951"
"9267412","Occurrence","20201336","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611763492000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Ampulla sp.""}","","Ampulla","","","1","","NHMUK","","","1612303648000","0b747561-720c-473c-8c2c-893f81910bc7","present","","NHMUK:ecatalogue:9267412","","","Ampulla sp.","","sp.","","","1951"
"2439610","Occurrence","1952.5.10.4.a","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1343826571000, ""gbifID"": ""1056646423"", ""barcode"": ""011349175"", ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Specimen"", ""kindOfCollection"": ""Wet"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Sepioteuthis sloanii Gray, 1849"", ""project"": ""NHM Mollusca Type Material"", ""associatedMediaCount"": 1}","","Sepioteuthis","","","1","","NHMUK","","","1612303636000","9cd6243b-2425-4ffe-bdf7-9e729c037353","present","","NHMUK:ecatalogue:2439610","","","Sepioteuthis sloanii Gray, 1849","Gray, 1849","sloanii","","HOLOTYPE",""
"4313123","Occurrence","20201315","Bivalvia","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1413896556000, ""gbifID"": ""1056415717"", ""barcode"": ""011478822"", ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Arca brasiliana Lamarck, 1819"", ""associatedMediaCount"": 1}","Arcidae","Arca","Animalia; Mollusca; Bivalvia; Arcoida; Arcidae","","1","","NHMUK","Animalia","Carolina, Carolina","1612303647000","1ee67dcb-e1b3-4d91-8bcd-1e81869cc6f8","present","Arcoida","NHMUK:ecatalogue:4313123","Mollusca","","Arca brasiliana Lamarck, 1819","Lamarck, 1819","brasiliana","","",""
"8091821","Occurrence","20201286","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1501168625000, ""gbifID"": ""1826341544"", ""barcode"": ""011478829"", ""subDepartment"": ""LS Mollusca"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": [""Murex pomum Gmelin, 1791"", ""Phyllonotus pomum (Gmelin,1791)""], ""associatedMediaCount"": 1}","","Murex","","","1","","NHMUK","","","1612303646000","7fce790a-14b3-466a-971d-c5c7d224b1e6","present","","NHMUK:ecatalogue:8091821","","Mark Catesby","Murex pomum Gmelin, 1791","Gmelin, 1791","pomum","","",""
"4313127","Occurrence","20201018","Bivalvia","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1413897162000, ""gbifID"": ""1057585998"", ""gbifIssue"": [""TAXON_MATCH_NONE""], ""barcode"": ""011259264"", ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Arca campechiensis Gmelin, 1791"", ""associatedMediaCount"": 1}","Arcidae","Arca","Animalia; Mollusca; Bivalvia; Arcidae","","5","","NHMUK","Animalia","","1612303636000","7e5e7886-46fe-41e8-ac25-53beb386e99b","present","","NHMUK:ecatalogue:4313127","Mollusca","","Arca campechiensis Gmelin, 1791","Gmelin, 1791","campechiensis","","",""
"4313125","Occurrence","20201314","Bivalvia","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1413896840000, ""gbifID"": ""1056113303"", ""barcode"": ""011478823"", ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Arca brasiliana Lamarck, 1819"", ""associatedMediaCount"": 1}","Arcidae","Arca","Animalia; Mollusca; Bivalvia; Arcoida; Arcidae","","1","","NHMUK","Animalia","Carolina, Carolina","1612303647000","c16c8b99-8822-41e0-8f19-ca5ebaab0c0c","present","Arcoida","NHMUK:ecatalogue:4313125","Mollusca","","Arca brasiliana Lamarck, 1819","Lamarck, 1819","brasiliana","","",""
"8091819","Occurrence","20201200","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1501167959000, ""gbifID"": ""1826341617"", ""barcode"": ""011478828"", ""subDepartment"": ""LS Mollusca"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Busycotypus canaliculatus (Linnaeus, 1758)"", ""associatedMediaCount"": 1}","Busyconidae","Busycotypus","Animalia; Mollusca; Gastropoda; Busyconidae","","3","","NHMUK","Animalia","","1612303635000","ae310791-2f52-4422-bd43-6257c5c1143c","present","","NHMUK:ecatalogue:8091819","Mollusca","Mark Catesby","Busycotypus canaliculatus (Linnaeus, 1758)","(Linnaeus, 1758)","canaliculatus","","",""
"2448528","Occurrence","1952.5.13.1","","ZOO","Asia","Myanmar","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1343907971000, ""gbifID"": ""1057455017"", ""barcode"": ""011469938"", ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Solen sloanii Gray,"", ""associatedMediaCount"": 1}","","Solen","Mollusca","Asia; Myanmar","1","","NHMUK","","Pegu","1612303634000","8100552c-c6c0-48e2-8d31-64cafdeb1b7e","present","","NHMUK:ecatalogue:2448528","Mollusca","","Solen sloanii Gray,","Gray,","sloanii","","HOLOTYPE","1951"
"2439609","Occurrence","1952.5.10.3","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1343826569000, ""gbifID"": ""1056810628"", ""barcode"": ""011314679"", ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Strombus pugilis sloanii Leach"", ""associatedMediaCount"": 1}","","Strombus","","","1","sloanii","NHMUK","","","1612303636000","910540e3-1be1-4b77-b491-3d38e630506b","present","","NHMUK:ecatalogue:2439609","","","Strombus pugilis sloanii Leach","Leach","pugilis","","HOLOTYPE",""
"9267018","Occurrence","20201097","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670615000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Helix sp.""}","Helicidae","Helix","Animalia; Mollusca; Gastropoda; Stylommatophora; Helicidae","","1","","NHMUK","Animalia","","1612303637000","8f6624e4-69f0-44bd-a4f4-1d165abab9b5","present","Stylommatophora","NHMUK:ecatalogue:9267018","Mollusca","","Helix sp.","","sp.","","",""
"8270816","Occurrence","20180122","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1518193209000, ""gbifID"": ""1826441362"", ""barcode"": ""013575629"", ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus magus L., 1758""}","Conidae","Conus","Mollusca; Gastropoda; Conidae","","1","","NHMUK","","","1612302923000","e59b3e08-42f4-4c7c-a3e7-263959b01441","present","","NHMUK:ecatalogue:8270816","Mollusca","","Conus magus L., 1758","L., 1758","magus","","",""
"9266922","Occurrence","20201032","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611589765000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Argonauta argo L., 1758""}","","Argonauta","Mollusca","","1","","NHMUK","","","1612303636000","a6d5fd62-9e2e-4dd5-8607-709641c1313e","present","","NHMUK:ecatalogue:9266922","Mollusca","","Argonauta argo L., 1758","L., 1758","argo","","",""
"8270827","Occurrence","20180121","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1518193890000, ""gbifID"": ""1826441329"", ""barcode"": ""013575628"", ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Conus miles L., 1758""}","","Conus","","","1","","NHMUK","","","1612302601000","604376ba-7b56-4d3b-bec8-26ed12020755","present","","NHMUK:ecatalogue:8270827","","","Conus miles L., 1758","L., 1758","miles","","",""
