"_id","basisOfRecord","catalogNumber","class","collectionCode","continent","country","datasetID","dynamicProperties","family","genus","higherClassification","higherGeography","individualCount","infraspecificEpithet","institutionCode","kingdom","locality","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","recordedBy","scientificName","scientificNameAuthorship","specificEpithet","subgenus","typeStatus","year"
"9264452","Occurrence","20200992","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610377338000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612301809000","36960c84-55ec-4a51-9667-1ade0c11bc5d","present","","NHMUK:ecatalogue:9264452","","","","","","","",""
"9264458","Occurrence","20200998","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1610377739000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex haustellum Linnaeus, 1758""}","","Murex","Mollusca","","1","","NHMUK","","","1612297263000","8548b6f5-d324-4d19-8f69-eb257d3d48b6","present","","NHMUK:ecatalogue:9264458","Mollusca","","Murex haustellum Linnaeus, 1758","Linnaeus, 1758","haustellum","","",""
"9266902","Occurrence","20201010","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611588662000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex sp.""}","","Murex","","","1","","NHMUK","","","1612302116000","fa850e68-1f58-48ee-8e63-a6c0bef34155","present","","NHMUK:ecatalogue:9266902","","","Murex sp.","","sp.","","",""
"9266906","Occurrence","20201014","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611588777000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Patella granatina Linnaeus, 1758""}","","Patella","Mollusca","","1","","NHMUK","","","1612297263000","0e478768-3be1-4f23-bde2-ec1a5d4376b9","present","","NHMUK:ecatalogue:9266906","Mollusca","","Patella granatina Linnaeus, 1758","Linnaeus, 1758","granatina","","",""
"9266909","Occurrence","20201017","Bivalvia","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611588838000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Arca brasiliana Lamarck, 1819""}","Arcidae","Arca","Animalia; Mollusca; Bivalvia; Arcoida; Arcidae","","2","","NHMUK","Animalia","","1612301846000","8f657600-d86e-4c14-99d8-03b3fd5f6d75","present","Arcoida","NHMUK:ecatalogue:9266909","Mollusca","","Arca brasiliana Lamarck, 1819","Lamarck, 1819","brasiliana","","",""
"9266928","Occurrence","20201036","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611590797000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex tenuispina Lamarck, 1822""}","Muricidae","Murex","Animalia; Mollusca; Gastropoda; Muricidae","","1","","NHMUK","Animalia","","1612303637000","0dfc432f-2f95-423c-8546-5c335c0a75af","present","","NHMUK:ecatalogue:9266928","Mollusca","","Murex tenuispina Lamarck, 1822","Lamarck, 1822","tenuispina","","",""
"9266930","Occurrence","20201038","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611590827000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Buccinum undatum Linnaeus, 1758""}","","Buccinum","Mollusca","","2","","NHMUK","","","1612303637000","9bdf8cbf-a483-4cd4-bc1d-03effcaebdb1","present","","NHMUK:ecatalogue:9266930","Mollusca","","Buccinum undatum Linnaeus, 1758","Linnaeus, 1758","undatum","","",""
"9266938","Occurrence","20201046","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611591802000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Thylacodus sp.""}","","Thylacodus","Animalia; Mollusca","","1","","NHMUK","Animalia","","1612296537000","a5a0189b-ab4e-40cd-992a-5a6f297baf57","present","","NHMUK:ecatalogue:9266938","Mollusca","","Thylacodus sp.","","sp.","","",""
"9266941","Occurrence","20201049","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611591859000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Astraea rugosa (Linnaeus, 1767)""}","","Astraea","Animalia; Mollusca","","3","","NHMUK","Animalia","","1612301847000","b75e8bac-ef75-45a6-a79b-db5339fe8912","present","","NHMUK:ecatalogue:9266941","Mollusca","","Astraea rugosa (Linnaeus, 1767)","(Linnaeus, 1767)","rugosa","","",""
"9266943","Occurrence","20201051","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611591932000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Hipponix incurvus (Gmelin, 1791)""}","","Hipponix","Animalia; Mollusca; Gastropoda","","1","","NHMUK","Animalia","","1612301847000","4c3d4d2a-6d3d-4aac-be45-3824f1006e13","present","","NHMUK:ecatalogue:9266943","Mollusca","","Hipponix incurvus (Gmelin, 1791)","(Gmelin, 1791)","incurvus","","",""
"9266950","Occurrence","20201058","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611592481000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Terebra maculata (Linnaeus, 1758)""}","","Terebra","Mollusca","","1","","NHMUK","","","1612301845000","4b010d33-01d3-4a92-bae2-3823263b7473","present","","NHMUK:ecatalogue:9266950","Mollusca","","Terebra maculata (Linnaeus, 1758)","(Linnaeus, 1758)","maculata","","",""
"9266951","Occurrence","20201059","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611592496000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Rostellaria curvirostra Lamarck, 1816""}","","Rostellaria","Animalia; Mollusca","","1","","NHMUK","Animalia","","1612301845000","519f6d8e-22cd-4ee5-991c-ed5641f5c74c","present","","NHMUK:ecatalogue:9266951","Mollusca","","Rostellaria curvirostra Lamarck, 1816","Lamarck, 1816","curvirostra","","",""
"9266953","Occurrence","20201061","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611592541000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Terebra subulata (Linnaeus, 1767)""}","","Terebra","Mollusca","","1","","NHMUK","","","1612301845000","848ca192-92a5-4464-b146-b1b6e76b127f","present","","NHMUK:ecatalogue:9266953","Mollusca","","Terebra subulata (Linnaeus, 1767)","(Linnaeus, 1767)","subulata","","",""
"9266960","Occurrence","20201067","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611593586000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Trochus maculatus Linnaeus, 1758""}","","Trochus","Mollusca","","2","","NHMUK","","","1612302984000","08440f4e-05ab-4466-b8a1-a4e07483c126","present","","NHMUK:ecatalogue:9266960","Mollusca","","Trochus maculatus Linnaeus, 1758","Linnaeus, 1758","maculatus","","",""
"9266961","Occurrence","20201068","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611593675000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Trochus sp.""}","","Trochus","Mollusca","","1","","NHMUK","","","1612302984000","81f6d6ec-ae36-4aae-8c5e-3ccded407558","present","","NHMUK:ecatalogue:9266961","Mollusca","","Trochus sp.","","sp.","","",""
"9266964","Occurrence","20201071","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611593796000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Astraea latispina (Philippi, 1844)""}","","Astraea","","","1","","NHMUK","","","1612303637000","2148efdf-9bc6-4b70-b01e-b40b30da5a9b","present","","NHMUK:ecatalogue:9266964","","","Astraea latispina (Philippi, 1844)","(Philippi, 1844)","latispina","","",""
"9266965","Occurrence","20201072","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611593813000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Solarium laevigatum Lamarck, 1816""}","","Solarium","Mollusca","","1","","NHMUK","","","1612303637000","aa2678f8-5126-4183-a97f-111abbfffa73","present","","NHMUK:ecatalogue:9266965","Mollusca","","Solarium laevigatum Lamarck, 1816","Lamarck, 1816","laevigatum","","",""
"9266975","Occurrence","20201082","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611594002000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex sp.""}","","Murex","","","1","","NHMUK","","","1612296503000","536f168a-5d81-4ff2-86fe-bfbb7bdec40c","present","","NHMUK:ecatalogue:9266975","","","Murex sp.","","sp.","","",""
"9266978","Occurrence","20201085","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611594081000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Arca rufescens Reeve, 1844""}","","Arca","","","1","","NHMUK","","","1612301844000","10726315-9e60-45ac-ac63-b092027092c5","present","","NHMUK:ecatalogue:9266978","","","Arca rufescens Reeve, 1844","Reeve, 1844","rufescens","","",""
"9266886","Occurrence","20201087","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611584807000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex sp.""}","","Murex","","","1","","NHMUK","","","1612301807000","f4945be7-f024-4cf9-8914-202809c4a58d","present","","NHMUK:ecatalogue:9266886","","","Murex sp.","","sp.","","",""
"9267010","Occurrence","20201089","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611669691000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Arca grandis Broderip & Sowerby, 1829""}","","Arca","Mollusca","","2","","NHMUK","","","1612301846000","ee3b1b2a-b451-44cb-8179-f0aada9dde8d","present","","NHMUK:ecatalogue:9267010","Mollusca","","Arca grandis Broderip & Sowerby, 1829","Broderip & Sowerby, 1829","grandis","","",""
"9267012","Occurrence","20201091","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611669725000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Arca granosa Linnaeus, 1758""}","","Arca","","","1","","NHMUK","","","1612297264000","cbe21122-db7d-4135-af09-e0c754604a64","present","","NHMUK:ecatalogue:9267012","","","Arca granosa Linnaeus, 1758","Linnaeus, 1758","granosa","","",""
"9267019","Occurrence","20201098","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611670630000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Stramonita haemastoma (Linnaeus, 1767)""}","Muricidae","Stramonita","Muricidae","","1","","NHMUK","","","1612303637000","44ba6cd6-e60b-46e0-88c5-43397f3aff27","present","","NHMUK:ecatalogue:9267019","","","Stramonita haemastoma (Linnaeus, 1767)","(Linnaeus, 1767)","haemastoma","","",""
"9267043","Occurrence","20201124","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611671983000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Tonna perdix (Linnaeus, 1758)""}","","Tonna","Mollusca","","2","","NHMUK","","","1612303639000","896bac02-1b8f-47b0-92ac-d34cae0dbbc8","present","","NHMUK:ecatalogue:9267043","Mollusca","","Tonna perdix (Linnaeus, 1758)","(Linnaeus, 1758)","perdix","","",""
"9267049","Occurrence","20201129","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611672079000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Polinices sp.""}","","Polinices","Mollusca","","1","","NHMUK","","","1612303639000","46972385-a8b8-4733-b062-ee4e1d6be125","present","","NHMUK:ecatalogue:9267049","Mollusca","","Polinices sp.","","sp.","","",""
"9267058","Occurrence","20201138","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611672655000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Casmaria erinaceus (LInnaeus, 1758)""}","","Casmaria","Mollusca","","1","","NHMUK","","","1612303640000","1e79aafa-2a61-46d5-8b94-0bf6c7f07734","present","","NHMUK:ecatalogue:9267058","Mollusca","","Casmaria erinaceus (LInnaeus, 1758)","(LInnaeus, 1758)","erinaceus","","",""
"9267134","Occurrence","20201153","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611745618000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Strombus epidromis Linnaeus, 1758""}","","Strombus","","","1","","NHMUK","","","1612297264000","0929b893-32ac-45ff-bb6b-1727c1a06029","present","","NHMUK:ecatalogue:9267134","","","Strombus epidromis Linnaeus, 1758","Linnaeus, 1758","epidromis","","",""
"9267376","Occurrence","20201302","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611762310000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MO19"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""collectionName"": ""Sloane Collection"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Bursa sp.""}","","Bursa","Animalia; Mollusca","","1","","NHMUK","Animalia","","1612288885000","fffc6a66-88b5-4ca2-a78c-5351ddbd8948","present","","NHMUK:ecatalogue:9267376","Mollusca","","Bursa sp.","","sp.","","","1951"
"9267264","Occurrence","20201212","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611757833000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Helix aspera F\u00e9russac, 1821""}","","Helix","Animalia; Mollusca; Gastropoda","","1","","NHMUK","Animalia","","1612303640000","193eb878-179a-4147-bd8d-5127e850e0e4","present","","NHMUK:ecatalogue:9267264","Mollusca","","Helix aspera Férussac, 1821","Férussac, 1821","aspera","","",""
"9267273","Occurrence","20201221","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758492000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Tellina laevigata Linnaeus, 1758""}","","Tellina","Mollusca","","1","","NHMUK","","","1612303640000","35bea034-e4f5-47f0-ac7c-9cdef7e276a3","present","","NHMUK:ecatalogue:9267273","Mollusca","","Tellina laevigata Linnaeus, 1758","Linnaeus, 1758","laevigata","","",""
"9267283","Occurrence","20201230","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611758676000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum""}","","","","","1","","NHMUK","","","1612288693000","0148df57-cfa8-4e19-a269-a3257de67f47","present","","NHMUK:ecatalogue:9267283","","","","","","","",""
"9267152","Occurrence","20201169","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611746861000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Sinum concavum\u00a0 (Lamarck, 1822)""}","Naticidae","Sinum","Animalia; Mollusca; Gastropoda; Apogastropoda; Naticidae","","1","","NHMUK","Animalia","","1612303642000","1e30b58f-8e2b-4a7d-97dc-c1dff92792aa","present","Apogastropoda","NHMUK:ecatalogue:9267152","Mollusca","","Sinum concavum  (Lamarck, 1822)","(Lamarck, 1822)","concavum","","",""
"9267157","Occurrence","20201174","","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611746935000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Murex sp.""}","","Murex","","","1","","NHMUK","","","1612303643000","dafd1c4f-ed34-4aca-b173-2a22d95dc813","present","","NHMUK:ecatalogue:9267157","","","Murex sp.","","sp.","","",""
"9267162","Occurrence","20201178","Gastropoda","ZOO","","","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1611747021000, ""subDepartment"": ""LS Mollusca"", ""registrationCode"": ""MOEA"", ""kindOfObject"": ""Shell only"", ""kindOfCollection"": ""dry"", ""donorName"": ""Sloane Museum"", ""determinationNames"": ""Melo melo tesselata (Lamarck, 1811)""}","","Melo","Animalia; Mollusca; Gastropoda","","2","tesselata","NHMUK","Animalia","","1612303643000","1fd7e2bd-6695-43a9-8bdf-8be0d2975afc","present","","NHMUK:ecatalogue:9267162","Mollusca","","Melo melo tesselata (Lamarck, 1811)","(Lamarck, 1811)","melo","","",""
