"_id","basisOfRecord","catalogNumber","class","collectionCode","continent","coordinateUncertaintyInMeters","country","datasetID","dynamicProperties","family","fieldNumber","genus","higherClassification","higherGeography","identifiedBy","institutionCode","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","recordNumber","recordedBy","scientificName","scientificNameAuthorship","specificEpithet","stateProvince","year"
"4708749","Occurrence","BM000815722","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906179000, ""gbifID"": ""1055636114"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Juniperus rigida Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Cupressaceae","s.n.","Juniperus","Cupressales; Cupressaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633521000","924a6769-3e2e-4174-b833-f874703871eb","present","Cupressales","NHMUK:ecatalogue:4708749","","s.n.","Engelbert Kaempfer","Juniperus rigida Siebold & Zucc.","Siebold & Zucc.","rigida","","1691 - 1692"
"4708665","Occurrence","BM000815636","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906170000, ""gbifID"": ""1055538079"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhus sylvestris Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Anacardiaceae","s.n.","Rhus","Anacardiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633509000","f48cae15-87d7-4a15-b44e-8f3b96220547","present","","NHMUK:ecatalogue:4708665","","s.n.","Engelbert Kaempfer","Rhus sylvestris Siebold & Zucc.","Siebold & Zucc.","sylvestris","","1691 - 1692"
"4708769","Occurrence","BM000815742","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906181000, ""gbifID"": ""1056783470"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Shortia soldanelloides (Siebold & Zucc.) Makino"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Diapensiaceae","s.n.","Shortia","Diapensiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633504000","f3fddf8a-dcde-463b-a29d-53094e6d0d94","present","","NHMUK:ecatalogue:4708769","","s.n.","Engelbert Kaempfer","Shortia soldanelloides (Siebold & Zucc.) Makino","(Siebold & Zucc.) Makino","soldanelloides","","1691 - 1692"
"4708770","Occurrence","BM000815743","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906181000, ""gbifID"": ""1055412528"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Abies firma Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Pinaceae","s.n.","Abies","Pinales; Pinaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633504000","3531d568-2d3e-4213-9e67-43b10c3f6952","present","Pinales","NHMUK:ecatalogue:4708770","","s.n.","Engelbert Kaempfer","Abies firma Siebold & Zucc.","Siebold & Zucc.","firma","","1691 - 1692"
"4708695","Occurrence","BM000815668","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906173000, ""gbifID"": ""1055684628"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Machilus thunbergii Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Lauraceae","s.n.","Machilus","Lauraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633515000","58e4ce18-992c-4809-86cc-1bd97af4f7e7","present","","NHMUK:ecatalogue:4708695","","s.n.","Engelbert Kaempfer","Machilus thunbergii Siebold & Zucc.","Siebold & Zucc.","thunbergii","","1691 - 1692"
"4708555","Occurrence","BM000815526","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906157000, ""gbifID"": ""1055712736"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Buxus microphylla Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Buxaceae","s.n.","Buxus","Buxaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633522000","16bc3afc-9daa-405e-a1fd-4828126d8e8e","present","","NHMUK:ecatalogue:4708555","","s.n.","Engelbert Kaempfer","Buxus microphylla Siebold & Zucc.","Siebold & Zucc.","microphylla","","1691 - 1692"
"4708777","Occurrence","BM000815750","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906182000, ""gbifID"": ""1057032903"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Veronica linariifolia Pall."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Scrophulariaceae","s.n.","Veronica","Scrophulariaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633520000","4783e810-77a6-4856-bbb5-349c2f43a1fe","present","","NHMUK:ecatalogue:4708777","","s.n.","Engelbert Kaempfer","Veronica linariifolia Pall.","Pall.","linariifolia","","1691 - 1692"
"4708508","Occurrence","BM000815479","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906152000, ""gbifID"": ""1056708907"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Gymnospermae; Indet.","Asia; Japan","P.-A. Hinz","NHMUK","1619633528000","3727c06b-e5bf-4f69-a4f1-924086caf725","present","","NHMUK:ecatalogue:4708508","Gymnospermae","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708598","Occurrence","BM000815569","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906163000, ""gbifID"": ""1057052045"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Corylopsis Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Hamamelidaceae","s.n.","Corylopsis","Saxifragales; Hamamelidaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619664951000","c3965c8c-2772-4b82-bc91-147c0b5590ee","present","Saxifragales","NHMUK:ecatalogue:4708598","","s.n.","Engelbert Kaempfer","Corylopsis Siebold & Zucc.","Siebold & Zucc.","","","1691 - 1692"
"4708551","Occurrence","BM000815522","","BOT","Asia","718.4550916","Iran","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906156000, ""gbifID"": ""1056694197"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Fabaceae Lindl."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Fabaceae","s.n.","","Fabales; Fabaceae","Asia; Iran","P.-A. Hinz","NHMUK","1627922694000","b7e5a9c3-21f6-44e5-b1c0-c80508313f64","present","Fabales","NHMUK:ecatalogue:4708551","","s.n.","Engelbert Kaempfer","Fabaceae Lindl.","Lindl.","","","1691 - 1692"
"4708571","Occurrence","BM000815542","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906160000, ""gbifID"": ""1056225833"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhododendron metternichii Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Ericaceae","s.n.","Rhododendron","Ericaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633524000","5d444135-1d2a-4d19-88b6-11494a6a70b2","present","","NHMUK:ecatalogue:4708571","","s.n.","Engelbert Kaempfer","Rhododendron metternichii Siebold & Zucc.","Siebold & Zucc.","metternichii","","1691 - 1692"
"4708634","Occurrence","BM000815605","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906167000, ""gbifID"": ""1055802886"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Lauraceae Juss."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Lauraceae","s.n.","","Magnoliophyta; Laurales; Laurineae; Lauraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633538000","81557750-d6f2-47c5-9b2f-86fd957f2a0c","present","Laurales","NHMUK:ecatalogue:4708634","Magnoliophyta","s.n.","Engelbert Kaempfer","Lauraceae Juss.","Juss.","","","1691 - 1692"
"4708648","Occurrence","BM000815619","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906168000, ""gbifID"": ""1057119664"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Chrysosplenium japonicum (Maxim.) Makino"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Saxifragaceae","s.n.","Chrysosplenium","Saxifragaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633538000","1aee43d8-659d-47b6-8017-859712f0a464","present","","NHMUK:ecatalogue:4708648","","s.n.","Engelbert Kaempfer","Chrysosplenium japonicum (Maxim.) Makino","(Maxim.) Makino","japonicum","","1691 - 1692"
"4708626","Occurrence","BM000815597","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906166000, ""gbifID"": ""1056536594"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Stachyurus praecox Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Stachyuraceae","s.n.","Stachyurus","Stachyuraceae","Asia; Japan","P.-A. Hinz","NHMUK","1629109476000","ef1a55c4-5a04-479e-be37-a08684a379f2","present","","NHMUK:ecatalogue:4708626","","s.n.","Engelbert Kaempfer","Stachyurus praecox Siebold & Zucc.","Siebold & Zucc.","praecox","","1691 - 1692"
"4708644","Occurrence","BM000815615","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906168000, ""gbifID"": ""1057015777"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633505000","1b8428e5-89b5-4ebb-90aa-e94bf923c9e8","present","","NHMUK:ecatalogue:4708644","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708527","Occurrence","BM000815498","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906154000, ""gbifID"": ""1056137884"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Salix L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Salicaceae","s.n.","Salix","Malpighiales; Salicaceae","Asia; Japan","P.-A. Hinz","NHMUK","1640089859000","67abeeab-15f7-49a3-8104-631861d3072d","present","Malpighiales","NHMUK:ecatalogue:4708527","","s.n.","Engelbert Kaempfer","Salix L.","L.","","","1691 - 1692"
"4708773","Occurrence","BM000815746","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906182000, ""gbifID"": ""1057129920"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Cephalotaxus harringtonia (Knight ex J.Forbes) K.Koch"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Taxaceae","s.n.","Cephalotaxus","Cupressales; Taxaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633520000","669174fc-52bd-465f-8cb5-0ee53478549d","present","Cupressales","NHMUK:ecatalogue:4708773","","s.n.","Engelbert Kaempfer","Cephalotaxus harringtonia (Knight ex J.Forbes) K.Koch","(Knight ex J.Forbes) K.Koch","harringtonia","","1691 - 1692"
"4708640","Occurrence","BM000815611","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906167000, ""gbifID"": ""1056919650"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Illicium religiosum Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Illiciaceae","s.n.","Illicium","Illiciaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633528000","13d6f02b-06cb-47f6-baec-4ce5ad673c9f","present","","NHMUK:ecatalogue:4708640","","s.n.","Engelbert Kaempfer","Illicium religiosum Siebold & Zucc.","Siebold & Zucc.","religiosum","","1691 - 1692"
"4708455","Occurrence","BM000815426","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906146000, ""gbifID"": ""1056268591"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Hosta indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Hostaceae","s.n.","Hosta","Monocotyledones; Asparagales; Hostaceae","Asia; Japan","P.-A. Hinz","NHMUK","1625507537000","afacc785-c914-4201-82ad-ec3610c89a72","present","Asparagales","NHMUK:ecatalogue:4708455","Monocotyledones","s.n.","Engelbert Kaempfer","Hosta indet.","","indet.","","1691 - 1692"
"4708506","Occurrence","BM000815477","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906152000, ""gbifID"": ""1056286402"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Fabaceae Lindl."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Fabaceae","s.n.","","Fabales; Fabaceae","Asia; Japan","P.-A. Hinz","NHMUK","1627922695000","a9167e31-349e-4fb4-8bd4-db7d6ac05290","present","Fabales","NHMUK:ecatalogue:4708506","","s.n.","Engelbert Kaempfer","Fabaceae Lindl.","Lindl.","","","1691 - 1692"
"4708385","Occurrence","BM000815356","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906139000, ""gbifID"": ""1057311589"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ampelopsis brevipedunculata (Maxim.) Trautv."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Vitaceae","s.n.","Ampelopsis","Magnoliophyta; Vitales; Vitaceae","Asia; Japan","P.-A. Hinz","NHMUK","1629723461000","98a46e14-0e37-4aa2-978d-758d92ca1df3","present","Vitales","NHMUK:ecatalogue:4708385","Magnoliophyta","s.n.","Engelbert Kaempfer","Ampelopsis brevipedunculata (Maxim.) Trautv.","(Maxim.) Trautv.","brevipedunculata","","1691 - 1692"
"4708525","Occurrence","BM000815496","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906154000, ""gbifID"": ""1056250156"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Wisteria floribunda (Willd.) DC."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Fabaceae","s.n.","Wisteria","Fabales; Fabaceae","Asia; Japan","P.-A. Hinz","NHMUK","1627922672000","59d99f85-c08b-42bb-85a1-30712195881a","present","Fabales","NHMUK:ecatalogue:4708525","","s.n.","Engelbert Kaempfer","Wisteria floribunda (Willd.) DC.","(Willd.) DC.","floribunda","","1691 - 1692"
"4708501","Occurrence","BM000815472","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906151000, ""gbifID"": ""1057139231"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Polygonatum odoratum (Mill.) Druce"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Convallariaceae","s.n.","Polygonatum","Asparagales; Convallariaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633535000","d3f9f67b-8a8f-4c1c-8074-8b86f4fa03b0","present","Asparagales","NHMUK:ecatalogue:4708501","","s.n.","Engelbert Kaempfer","Polygonatum odoratum (Mill.) Druce","(Mill.) Druce","odoratum","","1691 - 1692"
"4708739","Occurrence","BM000815712","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906178000, ""gbifID"": ""1055517100"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Thuja orientalis L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Cupressaceae","s.n.","Thuja","Cupressales; Cupressaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633520000","c1cb028d-d547-4384-8d05-7bb9fbfd55e6","present","Cupressales","NHMUK:ecatalogue:4708739","","s.n.","Engelbert Kaempfer","Thuja orientalis L.","L.","orientalis","","1691 - 1692"
"4708642","Occurrence","BM000815613","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906168000, ""gbifID"": ""1056311334"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Kadsura japonica (L.) Dunal"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Schisandraceae","s.n.","Kadsura","Dicotyledones; Schisandraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633505000","ab99c2f8-c6cf-459f-adc0-0420d2ff2867","present","","NHMUK:ecatalogue:4708642","Dicotyledones","s.n.","Engelbert Kaempfer","Kadsura japonica (L.) Dunal","(L.) Dunal","japonica","","1691 - 1692"
"4708576","Occurrence","BM000815547","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906160000, ""gbifID"": ""1055950940"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Lauraceae Juss."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Lauraceae","s.n.","","Magnoliophyta; Laurales; Laurineae; Lauraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633538000","55aa8e57-bfb6-462e-ae8e-e07d2f9e4988","present","Laurales","NHMUK:ecatalogue:4708576","Magnoliophyta","s.n.","Engelbert Kaempfer","Lauraceae Juss.","Juss.","","","1691 - 1692"
"4708459","Occurrence","BM000815430","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906147000, ""gbifID"": ""1056558524"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Paeonia suffruticosa Andrews"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Paeoniaceae","s.n.","Paeonia","Paeoniaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633760000","4be4d1ef-8e2c-4640-a308-bdf80546da1c","present","","NHMUK:ecatalogue:4708459","","s.n.","Engelbert Kaempfer","Paeonia suffruticosa Andrews","Andrews","suffruticosa","","1691 - 1692"
"4708774","Occurrence","BM000815747","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906182000, ""gbifID"": ""1055500161"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Cryptomeria japonica (Thunb. ex L.f.) D.Don"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Cupressaceae","s.n.","Cryptomeria","Cupressales; Cupressaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633520000","1b45ebac-fce8-4d8a-bef7-9b15bd72d36e","present","Cupressales","NHMUK:ecatalogue:4708774","","s.n.","Engelbert Kaempfer","Cryptomeria japonica (Thunb. ex L.f.) D.Don","(Thunb. ex L.f.) D.Don","japonica","","1691 - 1692"
"4708775","Occurrence","BM000815748","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906182000, ""gbifID"": ""1057164674"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Juniperus rigida Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Cupressaceae","s.n.","Juniperus","Cupressales; Cupressaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633520000","d6eb7c94-4759-4088-9622-caefaaaa5a6d","present","Cupressales","NHMUK:ecatalogue:4708775","","s.n.","Engelbert Kaempfer","Juniperus rigida Siebold & Zucc.","Siebold & Zucc.","rigida","","1691 - 1692"
