"_id","basisOfRecord","catalogNumber","class","collectionCode","continent","coordinateUncertaintyInMeters","country","datasetID","dynamicProperties","family","fieldNumber","genus","higherClassification","higherGeography","identifiedBy","institutionCode","modified","occurrenceID","occurrenceStatus","order","otherCatalogNumbers","phylum","recordNumber","recordedBy","scientificName","scientificNameAuthorship","specificEpithet","stateProvince","year"
"4708684","Occurrence","BM000815655","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906172000, ""gbifID"": ""1056340306"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Podocarpus nagi (Thunb.) Makino"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Podocarpaceae","s.n.","Podocarpus","Araucariales; Podocarpaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633521000","e064351c-1b91-4898-8c1b-e7ed8ba36c9f","present","Araucariales","NHMUK:ecatalogue:4708684","","s.n.","Engelbert Kaempfer","Podocarpus nagi (Thunb.) Makino","(Thunb.) Makino","nagi","","1691 - 1692"
"4708710","Occurrence","BM000815683","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906175000, ""gbifID"": ""1057535149"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Cycas revoluta Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Cycadaceae","s.n.","Cycas","Cycadales; Cycadaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633537000","4a8237d3-e6db-4eda-bdba-02f7a32be146","present","Cycadales","NHMUK:ecatalogue:4708710","","s.n.","Engelbert Kaempfer","Cycas revoluta Thunb.","Thunb.","revoluta","","1691 - 1692"
"4708509","Occurrence","BM000815480","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906152000, ""gbifID"": ""1056764095"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Pieris japonica (Thunb.) D.Don"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Ericaceae","s.n.","Pieris","Ericaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633528000","3f472d62-711a-41f3-98e9-88ed96eeefd7","present","","NHMUK:ecatalogue:4708509","","s.n.","Engelbert Kaempfer","Pieris japonica (Thunb.) D.Don","(Thunb.) D.Don","japonica","","1691 - 1692"
"4708567","Occurrence","BM000815538","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906158000, ""gbifID"": ""1057407602"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Stauntonia hexaphylla (Thunb.) Decne."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Lardizabalaceae","s.n.","Stauntonia","Lardizabalaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633523000","02aeb3c5-c86c-45a5-a8eb-697c46b1a90e","present","","NHMUK:ecatalogue:4708567","","s.n.","Engelbert Kaempfer","Stauntonia hexaphylla (Thunb.) Decne.","(Thunb.) Decne.","hexaphylla","","1691 - 1692"
"4708403","Occurrence","BM000815374","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906141000, ""gbifID"": ""1057069855"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633539000","9dd879b1-93d0-4553-a52c-7a656472d13f","present","","NHMUK:ecatalogue:4708403","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708404","Occurrence","BM000815375","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906141000, ""gbifID"": ""1055793043"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633539000","9d5d94ee-8b92-44d0-b6cd-69f5eb60574a","present","","NHMUK:ecatalogue:4708404","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708386","Occurrence","BM000815357","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906139000, ""gbifID"": ""1056099358"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633530000","6f31758f-76b8-46f6-975f-7abd81d21627","present","","NHMUK:ecatalogue:4708386","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708414","Occurrence","BM000815385","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906142000, ""gbifID"": ""1056216930"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Dioscorea L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Dioscoreaceae","s.n.","Dioscorea","Monocotyledones; Dioscoreales; Dioscoreaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633530000","4db3e26c-456a-46dc-a6ea-89e85d7637e8","present","Dioscoreales","NHMUK:ecatalogue:4708414","Monocotyledones","s.n.","Engelbert Kaempfer","Dioscorea L.","L.","","","1691 - 1692"
"4708415","Occurrence","BM000815386","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906142000, ""gbifID"": ""1055708945"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633531000","f1057ef6-5989-44a2-bcb9-a95fdef0a9c1","present","","NHMUK:ecatalogue:4708415","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708412","Occurrence","BM000815383","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906142000, ""gbifID"": ""1055428811"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Paeonia suffruticosa Andrews"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Paeoniaceae","s.n.","Paeonia","Paeoniaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633539000","81795779-2620-461f-85b7-2da33bd1bc07","present","","NHMUK:ecatalogue:4708412","","s.n.","Engelbert Kaempfer","Paeonia suffruticosa Andrews","Andrews","suffruticosa","","1691 - 1692"
"4708575","Occurrence","BM000815546","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906160000, ""gbifID"": ""1056413381"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Clematis florida Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Ranunculaceae","s.n.","Clematis","Ranunculaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633523000","d092be2f-07ac-4fda-aa37-6a5eaa92b818","present","","NHMUK:ecatalogue:4708575","","s.n.","Engelbert Kaempfer","Clematis florida Thunb.","Thunb.","florida","","1691 - 1692"
"4708496","Occurrence","BM000815467","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906151000, ""gbifID"": ""1057036541"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ternstroemia gymnanthera (Wight & Arn.) Sprague"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Theaceae","s.n.","Ternstroemia","Theaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633536000","0580f190-a7bf-4c2c-bc52-fa1b5387c7b8","present","","NHMUK:ecatalogue:4708496","","s.n.","Engelbert Kaempfer","Ternstroemia gymnanthera (Wight & Arn.) Sprague","(Wight & Arn.) Sprague","gymnanthera","","1691 - 1692"
"4708465","Occurrence","BM000815436","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906147000, ""gbifID"": ""1056385827"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Clematis florida Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Ranunculaceae","s.n.","Clematis","Ranunculaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633506000","b78e9b9a-2a61-411b-a543-b46c59d5daf8","present","","NHMUK:ecatalogue:4708465","","s.n.","Engelbert Kaempfer","Clematis florida Thunb.","Thunb.","florida","","1691 - 1692"
"4708771","Occurrence","BM000815744","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906182000, ""gbifID"": ""1056494875"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Stachyurus praecox Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Stachyuraceae","s.n.","Stachyurus","Stachyuraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633504000","c32e0a9d-842e-428f-ac73-691835d06550","present","","NHMUK:ecatalogue:4708771","","s.n.","Engelbert Kaempfer","Stachyurus praecox Siebold & Zucc.","Siebold & Zucc.","praecox","","1691 - 1692"
"4708709","Occurrence","BM000815682","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906175000, ""gbifID"": ""1057410063"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ilex rotunda Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Aquifoliaceae","s.n.","Ilex","Aquifoliaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633529000","33c44a86-6fe0-411a-9f25-f7d368ff1f97","present","","NHMUK:ecatalogue:4708709","","s.n.","Engelbert Kaempfer","Ilex rotunda Thunb.","Thunb.","rotunda","","1691 - 1692"
"4708712","Occurrence","BM000815685","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906175000, ""gbifID"": ""1056003857"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Trochodendron aralioides Siebold & Zucc."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Trochodendraceae","s.n.","Trochodendron","Magnoliophyta; Trochodendrales; Trochodendraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633537000","2d4cd145-8b54-47a1-9e4d-4d7a040a8fea","present","Trochodendrales","NHMUK:ecatalogue:4708712","Magnoliophyta","s.n.","Engelbert Kaempfer","Trochodendron aralioides Siebold & Zucc.","Siebold & Zucc.","aralioides","","1691 - 1692"
"4708480","Occurrence","BM000815451","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906149000, ""gbifID"": ""1057562326"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Stauntonia hexaphylla (Thunb.) Decne."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Lardizabalaceae","s.n.","Stauntonia","Lardizabalaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633512000","184e70f0-e13d-46a9-9b55-667040810916","present","","NHMUK:ecatalogue:4708480","","s.n.","Engelbert Kaempfer","Stauntonia hexaphylla (Thunb.) Decne.","(Thunb.) Decne.","hexaphylla","","1691 - 1692"
"4708682","Occurrence","BM000815653","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906172000, ""gbifID"": ""1055820045"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Pittosporum tobira (Thunb.) W.T.Aiton"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Pittosporaceae","s.n.","Pittosporum","Pittosporaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633514000","f8b96c6e-f3f1-47a7-838f-0b4d1ba12f65","present","","NHMUK:ecatalogue:4708682","","s.n.","Engelbert Kaempfer","Pittosporum tobira (Thunb.) W.T.Aiton","(Thunb.) W.T.Aiton","tobira","","1691 - 1692"
"4708675","Occurrence","BM000815646","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906171000, ""gbifID"": ""1056917093"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Pieris japonica (Thunb.) D.Don"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Ericaceae","s.n.","Pieris","Ericaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633516000","487b0a60-10fd-4a82-a6da-db3da2e5042d","present","","NHMUK:ecatalogue:4708675","","s.n.","Engelbert Kaempfer","Pieris japonica (Thunb.) D.Don","(Thunb.) D.Don","japonica","","1691 - 1692"
"4708589","Occurrence","BM000815560","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906162000, ""gbifID"": ""1055829448"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633504000","967d8555-ce86-4ebc-9715-9dd16ea35cb9","present","","NHMUK:ecatalogue:4708589","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708728","Occurrence","BM000815701","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906177000, ""gbifID"": ""1055751555"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Ranunculus indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Ranunculaceae","s.n.","Ranunculus","Ranunculaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633510000","0207c5ba-5b28-4ece-b500-70b348989fa5","present","","NHMUK:ecatalogue:4708728","","s.n.","Engelbert Kaempfer","Ranunculus indet.","","indet.","","1691 - 1692"
"4708697","Occurrence","BM000815670","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906173000, ""gbifID"": ""1056861677"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_HIGHERRANK""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Myrtaceae","s.n.","Indet.","Myrtaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633515000","f8ef79ed-d02f-4f88-97eb-f4ba1e0d30c1","present","","NHMUK:ecatalogue:4708697","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708758","Occurrence","BM000815731","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906180000, ""gbifID"": ""1055657714"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Forsythia suspensa (Thunb.) Vahl"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Oleaceae","s.n.","Forsythia","Oleaceae","Asia; Japan","P-A Hinz","NHMUK","1619633525000","7b02f9c2-7502-4873-9c64-e8255397096e","present","","NHMUK:ecatalogue:4708758","","s.n.","Engelbert Kaempfer","Forsythia suspensa (Thunb.) Vahl","(Thunb.) Vahl","suspensa","","1691 - 1692"
"4708683","Occurrence","BM000815654","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906172000, ""gbifID"": ""1056377005"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Corydalis decumbens (Thunb.) Pers."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Papaveraceae","s.n.","Corydalis","Papaveraceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633530000","f5285fd1-2786-4abe-a2cf-9e0510c68382","present","","NHMUK:ecatalogue:4708683","","s.n.","Engelbert Kaempfer","Corydalis decumbens (Thunb.) Pers.","(Thunb.) Pers.","decumbens","","1691 - 1692"
"4708745","Occurrence","BM000815718","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906179000, ""gbifID"": ""1055849132"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Aesculus turbinata Blume"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Hippocastanaceae","s.n.","Aesculus","Hippocastanaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633524000","79142148-f1d1-45a4-bf1d-969692373542","present","","NHMUK:ecatalogue:4708745","","s.n.","Engelbert Kaempfer","Aesculus turbinata Blume","Blume","turbinata","","1691 - 1692"
"4708559","Occurrence","BM000815530","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906157000, ""gbifID"": ""1056664381"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_NONE""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Indet. indet."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Indet.","s.n.","Indet.","Indet.","Asia; Japan","","NHMUK","1619633522000","a5dfa306-88b0-42b0-9bed-a89720055642","present","","NHMUK:ecatalogue:4708559","","s.n.","Engelbert Kaempfer","Indet. indet.","","indet.","","1691 - 1692"
"4708521","Occurrence","BM000815492","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906153000, ""gbifID"": ""1057539342"", ""gbifIssue"": [""RECORDED_DATE_INVALID"", ""TAXON_MATCH_FUZZY""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Polygonum barbartum L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Polygonaceae","s.n.","Polygonum","Polygonaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633512000","d6ff6e2e-e17b-4e87-9215-8e3f73cdf895","present","","NHMUK:ecatalogue:4708521","","s.n.","Engelbert Kaempfer","Polygonum barbartum L.","L.","barbartum","","1691 - 1692"
"4708535","Occurrence","BM000815506","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906155000, ""gbifID"": ""1057124658"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Deutzia scabra Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Hydrangeaceae","s.n.","Deutzia","Hydrangeaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633510000","b0038a70-be22-4470-936b-c5366b83636c","present","","NHMUK:ecatalogue:4708535","","s.n.","Engelbert Kaempfer","Deutzia scabra Thunb.","Thunb.","scabra","","1691 - 1692"
"4708558","Occurrence","BM000815529","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906157000, ""gbifID"": ""1056704267"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Elaeagnus pungens Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Elaeagnaceae","s.n.","Elaeagnus","Rosales; Elaeagnaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633522000","ce0dd68d-3c89-4a7f-a0e0-4ad101ac4b65","present","Rosales","NHMUK:ecatalogue:4708558","","s.n.","Engelbert Kaempfer","Elaeagnus pungens Thunb.","Thunb.","pungens","","1691 - 1692"
"4708636","Occurrence","BM000815607","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906167000, ""gbifID"": ""1055502688"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhododendron macrosepalum Maxim"", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 1}","Ericaceae","s.n.","Rhododendron","Ericaceae","Asia; Japan","A Miyazawa","NHMUK","1619633514000","c64009d8-01f3-434e-9555-92f6f484a63f","present","","NHMUK:ecatalogue:4708636","","s.n.","Engelbert Kaempfer","Rhododendron macrosepalum Maxim","Maxim","macrosepalum","","1691 - 1692"
"4708603","Occurrence","BM000815574","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906163000, ""gbifID"": ""1056596471"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Eurya japonica Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Theaceae","s.n.","Eurya","Theaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633516000","2344f8bc-6633-4d64-ade4-1597e96b84a1","present","","NHMUK:ecatalogue:4708603","","s.n.","Engelbert Kaempfer","Eurya japonica Thunb.","Thunb.","japonica","","1691 - 1692"
"4708513","Occurrence","BM000815484","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906152000, ""gbifID"": ""1056021862"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Viburnum plicatum Thunb."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Caprifoliaceae","s.n.","Viburnum","Caprifoliaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633518000","649899a6-728d-49e7-92cf-59bbfb89b04c","present","","NHMUK:ecatalogue:4708513","","s.n.","Engelbert Kaempfer","Viburnum plicatum Thunb.","Thunb.","plicatum","","1691 - 1692"
"4708534","Occurrence","BM000815505","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906155000, ""gbifID"": ""1057087481"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Solanum nigrum L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Solanaceae","s.n.","Solanum","Solanaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633510000","c9562f00-f9db-4989-a66f-40ca29935a5b","present","","NHMUK:ecatalogue:4708534","","s.n.","Engelbert Kaempfer","Solanum nigrum L.","L.","nigrum","","1691 - 1692"
"4708517","Occurrence","BM000815488","","BOT","Asia","344.4563734","Japan","05ff2255-c38a-40c9-b657-4ccb55ab2feb","{""created"": 1190906153000, ""gbifID"": ""1057565911"", ""gbifIssue"": [""RECORDED_DATE_INVALID""], ""subDepartment"": ""Historical Collections - AFP"", ""collectionKind"": ""Sheet"", ""determinationNames"": ""Rhus javanica L."", ""determinationFiledAs"": ""Yes"", ""project"": ""GPI Georeferencing"", ""associatedMediaCount"": 2}","Anacardiaceae","s.n.","Rhus","Anacardiaceae","Asia; Japan","P.-A. Hinz","NHMUK","1619633526000","44dac60d-8b93-4611-9cb5-0e19b554450d","present","","NHMUK:ecatalogue:4708517","","s.n.","Engelbert Kaempfer","Rhus javanica L.","L.","javanica","","1691 - 1692"
